query,function,identifier,url,score
set working directory,"public void setWorkingDirectory(Path dir) {
    if (!dir.isAbsolute()) {
      FileSystem.LogForCollect
          .info(""set job working directory to non absolute path: "" + dir
              + "" working directory: "" + getWorkingDirectory());
    }
    dir = new Path(getWorkingDirectory(), dir);
    set(""mapred.working.dir"", dir.toString());
  }",JobConf.setWorkingDirectory,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/mapred/org/apache/hadoop/mapred/JobConf.java#L591-L599,1.3095517
set working directory,"@Override
  public void setWorkingDirectory(OverthereFile workingDirectory)
      throws RemoteException {
    callAndRethrowAsRemoteException(() -> {
      overthereConnection.setWorkingDirectory(workingDirectory);
      return null;
    });
  }",ThrowingSwordOverthereConnection.setWorkingDirectory,https://github.com/cloudiator/sword/blob/b7808ea2776c6d70d439342c403369dfc5bb26bc/remote-overthere/src/main/java/de/uniulm/omi/cloudiator/sword/remote/overthere/ThrowingSwordOverthereConnection.java#L91-L98,1.3071815
set working directory,"@Override
	public void setWorkingDirectory(String workingDir) {
		this.workingDir = workingDir;
		if (!this.workingDir.endsWith(URL_SEPARATOR)) {
			this.workingDir = this.workingDir + URL_SEPARATOR;
		}
	}",AbstractCachedGenerator.setWorkingDirectory,https://github.com/j-a-w-r/jawr-main-repo/blob/5381f6acf461cd2502593c67a77bd6ef9eab848d/jawr/jawr-core/src/main/java/net/jawr/web/resource/bundle/generator/AbstractCachedGenerator.java#L129-L135,1.3063323
set working directory,"public void setWorkingDirectory(Path dir) {
    String result = makeAbsolute(dir).toUri().getPath();
    if (!pathValidator.isValidName(result)) {
      throw new IllegalArgumentException(""Invalid DFS directory name "" + 
                                         result);
    }
    workingDir = makeAbsolute(dir);
  }",DistributedFileSystem.setWorkingDirectory,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/hdfs/org/apache/hadoop/hdfs/DistributedFileSystem.java#L167-L174,1.3022901
set working directory,"public BuildCommand setWorkingDirectoryRecursively(String workingDirectory) {
        this.setWorkingDirectory(workingDirectory);
        for (BuildCommand subCommand : subCommands) {
            subCommand.setWorkingDirectoryRecursively(workingDirectory);
        }
        return this;
    }",BuildCommand.setWorkingDirectoryRecursively,https://github.com/gocd/gocd/blob/59a8480e23d6c06de39127635108dff57603cb71/domain/src/main/java/com/thoughtworks/go/domain/BuildCommand.java#L249-L255,1.3017752
group by count,"public void setGidNumber_Histogram(ConditionOptionCall<HistogramAggregationBuilder> opLambda, OperatorCall<BsGroupCA> aggsLambda) {
        setGidNumber_Histogram(""gidNumber"", opLambda, aggsLambda);
    }",BsGroupCA.setGidNumber_Histogram,https://github.com/codelibs/fess/blob/e5e4b722549d32a4958dfd94965b21937bfe64cf/src/main/java/org/codelibs/fess/es/user/cbean/ca/bs/BsGroupCA.java#L237-L239,1.160623
group by count,"protected CountResultDto getGroupCount(GroupQueryDto queryDto) {
    GroupQuery query = queryDto.toQuery(getProcessEngine());
    long count = query.count();
    return new CountResultDto(count);
  }",GroupRestServiceImpl.getGroupCount,https://github.com/camunda/camunda-bpm-platform/blob/1a464fc887ef3760e53d6f91b9e5b871a0d77cc0/engine-rest/engine-rest/src/main/java/org/camunda/bpm/engine/rest/impl/GroupRestServiceImpl.java#L84-L88,1.1600509
group by count,"public static int countByG_K_T(long groupId, String key, int type) {
		return getPersistence().countByG_K_T(groupId, key, type);
	}",CPMeasurementUnitUtil.countByG_K_T,https://github.com/liferay/com-liferay-commerce/blob/9e54362d7f59531fc684016ba49ee7cdc3a2f22b/commerce-product-api/src/main/java/com/liferay/commerce/product/service/persistence/CPMeasurementUnitUtil.java#L901-L903,1.159989
group by count,"public long getGroupsCount(String groupName, List<Long> subsystemIds) {
        return groupDao.getGroupsCount(groupName, StringUtils.collectionToCommaDelimitedString(subsystemIds));
    }",GroupServiceImpl.getGroupsCount,https://github.com/payneteasy/superfly/blob/4cad6d0f8e951a61f3c302c49b13a51d179076f8/superfly-service/src/main/java/com/payneteasy/superfly/service/impl/GroupServiceImpl.java#L80-L82,1.159745
group by count,"boolean setGroupCountSize(int count, int size)
    {
        if (count <= 0 || size <= 0) {
            return false;
        }
        m_groupcount_ = count;
        m_groupsize_ = size;
        return true;
    }",UCharacterName.setGroupCountSize,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/UCharacterName.java#L996-L1004,1.1595643
group by count,"public boolean trySetCount(CPGroupId groupId, String name, int count) {
        return getOrInitRegistry(groupId).trySetCount(name, count);
    }",RaftCountDownLatchService.trySetCount,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/cp/internal/datastructures/countdownlatch/RaftCountDownLatchService.java#L50-L52,1.1580862
group by count,"public QueryResponse<GroupCount> groupCount(Query query, QueryOptions queryOptions) throws IOException {
        return execute(""group"", query, queryOptions, GroupCount.class);
    }",FeatureClient.groupCount,https://github.com/opencb/cellbase/blob/70cc3d6ecff747725ade9d051438fc6bf98cae44/cellbase-client/src/main/java/org/opencb/cellbase/client/rest/FeatureClient.java#L34-L36,1.1580324
group by count,"public long count(String index,String templateName,Map params)  throws ElasticSearchException{
		return super.count(index, ESTemplateHelper.evalTemplate(esUtil,templateName, params));
	}",ConfigRestClientUtil.count,https://github.com/bbossgroups/bboss-elasticsearch/blob/31717c8aa2c4c880987be53aeeb8a0cf5183c3a7/bboss-elasticsearch-rest/src/main/java/org/frameworkset/elasticsearch/client/ConfigRestClientUtil.java#L549-L551,1.1578634
group by count,"public static int countByG_T_E(long groupId, String type, boolean enabled) {
		return getPersistence().countByG_T_E(groupId, type, enabled);
	}",CommerceNotificationTemplateUtil.countByG_T_E,https://github.com/liferay/com-liferay-commerce/blob/9e54362d7f59531fc684016ba49ee7cdc3a2f22b/commerce-notification-api/src/main/java/com/liferay/commerce/notification/service/persistence/CommerceNotificationTemplateUtil.java#L1284-L1286,1.1575737
group by count,"public void setGidNumber_Histogram(ConditionOptionCall<HistogramAggregationBuilder> opLambda, OperatorCall<BsUserCA> aggsLambda) {
        setGidNumber_Histogram(""gidNumber"", opLambda, aggsLambda);
    }",BsUserCA.setGidNumber_Histogram,https://github.com/codelibs/fess/blob/e5e4b722549d32a4958dfd94965b21937bfe64cf/src/main/java/org/codelibs/fess/es/user/cbean/ca/bs/BsUserCA.java#L1541-L1543,1.1574646
binomial distribution,"@Override
    public BigInteger integerDivide(BigInteger dividend, BigInteger divisor) {
        return dividend.divide(divisor);
    }",BigIntegerNumberSystem.integerDivide,https://github.com/psjava/psjava/blob/6a160e385fad340109eca00e3a9042071b1eea1e/src/main/java/org/psjava/ds/numbersystrem/BigIntegerNumberSystem.java#L76-L79,1.0782152
binomial distribution,"public static double toRange(double value, double min, double max) {
    return Math.max(Math.min(max, value), min);
  }",MathUtil.toRange,https://github.com/XDean/Java-EX/blob/9208ba71c5b2af9f9bd979d01fab2ff5e433b3e7/src/main/java/xdean/jex/util/calc/MathUtil.java#L22-L24,1.0768235
binomial distribution,"@Override
    public Integer integerDivide(Integer dividend, Integer divisor) {
        return Integer.valueOf(dividend / divisor);
    }",IntegerNumberSystem.integerDivide,https://github.com/psjava/psjava/blob/6a160e385fad340109eca00e3a9042071b1eea1e/src/main/java/org/psjava/ds/numbersystrem/IntegerNumberSystem.java#L74-L77,1.0766801
binomial distribution,"public static double factorial(int x) {
    double result = 1.0;
    for (int i=x; i>1; i--) {
      result *= i;
    }
    return result;
  }",SloppyMath.factorial,https://github.com/PeterisP/LVTagger/blob/b3d44bab9ec07ace0d13612c448a6b7298c1f681/src/main/java/edu/stanford/nlp/math/SloppyMath.java#L636-L642,1.0765803
binomial distribution,"public void setBinomialDistribution(BinomialDistributionType newBinomialDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__BINOMIAL_DISTRIBUTION, newBinomialDistribution);
	}",DocumentRootImpl.setBinomialDistribution,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/DocumentRootImpl.java#L267-L269,1.076459
binomial distribution,"public static BigDecimal factorialSwitchLoop(int n) {
		return n > 20 ? loopShiftLimit(1, n) : BigDecimal.valueOf(fastLoop(1, n));
	}",BigDecimalMathExperimental.factorialSwitchLoop,https://github.com/eobermuhlner/big-math/blob/52c4fc334d0d722b295de740c1018ee400e3e8f2/ch.obermuhlner.math.big.example/src/main/java/ch/obermuhlner/math/big/example/internal/BigDecimalMathExperimental.java#L892-L894,1.0764054
binomial distribution,"public static int factorial( int n ) {
        int fact = 1;
        for( int i = 1; i <= n; i++ ) {
            fact *= i;
        }
        return fact;
    }",GrassLegacyUtilities.factorial,https://github.com/TheHortonMachine/hortonmachine/blob/d2b436bbdf951dc1fda56096a42dbc0eae4d35a5/gears/src/main/java/org/hortonmachine/gears/io/grasslegacy/utils/GrassLegacyUtilities.java#L729-L735,1.0761193
binomial distribution,"@Override
    public Long integerDivide(Long dividend, Long divisor) {
        return Long.valueOf(dividend / divisor);
    }",LongNumberSystem.integerDivide,https://github.com/psjava/psjava/blob/6a160e385fad340109eca00e3a9042071b1eea1e/src/main/java/org/psjava/ds/numbersystrem/LongNumberSystem.java#L74-L77,1.0757294
binomial distribution,"@Override
    public Double divide(Double dividend, Double divisor) {
        return Double.valueOf(dividend / divisor);
    }",DoubleNumberSystem.divide,https://github.com/psjava/psjava/blob/6a160e385fad340109eca00e3a9042071b1eea1e/src/main/java/org/psjava/ds/numbersystrem/DoubleNumberSystem.java#L76-L79,1.0755944
binomial distribution,"public static long factorial(int n) {
    long nFac = 1;
    for(long i = n; i > 0; i--) {
      nFac *= i;
    }
    return nFac;
  }",MathUtil.factorial,https://github.com/elki-project/elki/blob/b54673327e76198ecd4c8a2a901021f1a9174498/elki-core-math/src/main/java/de/lmu/ifi/dbs/elki/math/MathUtil.java#L221-L227,1.0753489
aes encryption,"public static Cipher pkCipher(Key key, boolean encrypt) throws InvalidKeyException, NoSuchAlgorithmException, NoSuchPaddingException {
		Cipher cipher = Cipher.getInstance(KEY_ALGO);
		cipher.init(encrypt?Cipher.ENCRYPT_MODE:Cipher.DECRYPT_MODE,key);
		return cipher;
	}",Factory.pkCipher,https://github.com/att/AAF/blob/090562e956c0035db972aafba844dc6d3fc948ee/cadi/aaf/src/main/java/com/att/cadi/cm/Factory.java#L247-L251,1.131442
aes encryption,"public static String aesDecrypt(byte[] input, byte[] key) {
		byte[] decryptResult = aes(input, key, Cipher.DECRYPT_MODE);
		return new String(decryptResult, Charsets.UTF_8);
	}",CryptoUtil.aesDecrypt,https://github.com/vipshop/vjtools/blob/60c743da35913d72f37f2d79afa90ad2bf73cb89/vjkit/src/main/java/com/vip/vjtools/vjkit/security/CryptoUtil.java#L107-L110,1.1306
aes encryption,"public void decrypt(byte[] privateEncryptionKey) throws IOException, DecryptionFailedException {
        if (payload instanceof Encrypted) {
            ((Encrypted) payload).decrypt(privateEncryptionKey);
        }
    }",ObjectMessage.decrypt,https://github.com/Dissem/Jabit/blob/64ee41aee81c537aa27818e93e6afcd2ca1b7844/core/src/main/java/ch/dissem/bitmessage/entity/ObjectMessage.java#L135-L139,1.1294155
aes encryption,"public byte[] decrypt(String data, KeyType keyType) {
		return decrypt(SecureUtil.decode(data), keyType);
	}",AbstractAsymmetricCrypto.decrypt,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-crypto/src/main/java/cn/hutool/crypto/asymmetric/AbstractAsymmetricCrypto.java#L246-L248,1.12926
aes encryption,"public void decrypt(PrivateKey key) throws IOException, DecryptionFailedException {
        if (payload instanceof Encrypted) {
            ((Encrypted) payload).decrypt(key.getPrivateEncryptionKey());
        }
    }",ObjectMessage.decrypt,https://github.com/Dissem/Jabit/blob/64ee41aee81c537aa27818e93e6afcd2ca1b7844/core/src/main/java/ch/dissem/bitmessage/entity/ObjectMessage.java#L129-L133,1.1292564
aes encryption,"public static byte[] aesDecrypt(final byte[] input, final byte[] key, final byte[] iv)
		throws GeneralSecurityException {
		return aes(input, key, iv, Cipher.DECRYPT_MODE);
	}",Cryptos.aesDecrypt,https://github.com/tweea/matrixjavalib-main-common/blob/ac8f98322a422e3ef76c3e12d47b98268cec7006/src/main/java/net/matrix/security/Cryptos.java#L192-L195,1.1292516
aes encryption,"@Override
    public void decrypt(byte[] privateKey) throws IOException, DecryptionFailedException {
        decrypted = V3Pubkey.read(encrypted.decrypt(privateKey), stream);
    }",V4Pubkey.decrypt,https://github.com/Dissem/Jabit/blob/64ee41aee81c537aa27818e93e6afcd2ca1b7844/core/src/main/java/ch/dissem/bitmessage/entity/payload/V4Pubkey.java#L73-L76,1.1290948
aes encryption,"public static byte[] encrypt(byte[] data, byte[] key, String cipher) throws Exception {
    return LTPACrypto.encrypt(data, key, cipher);
  }",LTPAKeyUtil.encrypt,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.crypto.ltpakeyutil/src/com/ibm/ws/crypto/ltpakeyutil/LTPAKeyUtil.java#L22-L24,1.1289418
aes encryption,"public static byte[] decryptWithPrivateKey(byte[] privateKeyData, byte[] encryptedData)
            throws NoSuchAlgorithmException, InvalidKeySpecException, InvalidKeyException,
            NoSuchPaddingException, IllegalBlockSizeException, BadPaddingException, IOException {
        return decryptWithPrivateKey(privateKeyData, encryptedData, DEFAULT_CIPHER_TRANSFORMATION);
    }",RSAUtils.decryptWithPrivateKey,https://github.com/DDTH/ddth-commons/blob/734f0e77321d41eeca78a557be9884df9874e46e/ddth-commons-core/src/main/java/com/github/ddth/commons/utils/RSAUtils.java#L721-L725,1.1281927
