query,function,identifier,url,score
set working directory,"def setpassword(self, pwd):
        """"""Set default password for encrypted files.""""""
        if pwd and not isinstance(pwd, bytes):
            raise TypeError(""pwd: expected bytes, got %s"" % type(pwd))
        if pwd:
            self.pwd = pwd
        else:
            self.pwd = None",ZipFile.setpassword,https://github.com/mikusjelly/apkutils/blob/2db1ed0cdb610dfc55bfd77266e9a91e4764bba4/apkutils/apkfile.py#L1204-L1211,1.2468196
set working directory,"def set_path(self, path):
        path = os.path.abspath(path)
        self.path = path",SubFinder.set_path,https://github.com/ausaki/subfinder/blob/b74b79214f618c603a551b9334ebb110ccf9684c/subfinder/subfinder.py#L151-L153,1.2451031
set working directory,"def setDirectory(self,directory):
    if not os.path.exists(directory):
      os.mkdir(directory)
    self._directory=directory",Sha1Cache.setDirectory,https://github.com/flatironinstitute/kbucket/blob/867915ebb0ea153a399c3e392698f89bf43c7903/kbucket/kbucketclient.py#L450-L453,1.2429708
set working directory,"def setDirname(self, dirname):
        """"""
        Set a new directory name for the sequence.

        Args:
            dirname (str): the new directory name
        """"""
        # Make sure the dirname always ends in
        # a path separator character
        sep = utils._getPathSep(dirname)
        if not dirname.endswith(sep):
            dirname += sep

        self._dir = utils.asString(dirname)",FileSequence.setDirname,https://github.com/sqlboy/fileseq/blob/f26c3c3c383134ce27d5dfe37793e1ebe88e69ad/src/fileseq/filesequence.py#L157-L170,1.2418694
set working directory,"def _setPath(self, path):
        self._path = path
        self.sigPathChanged.emit(path)",Table._setPath,https://github.com/radjkarl/fancyWidgets/blob/ffe0d5747c5296c78575f0e0909af915a4a5698f/fancywidgets/pyQtBased/Table.py#L56-L58,1.2405453
group by count,"def group_count(self, failures=False):
        if self.group:
            return self.get_group_count(self.group, failures)",Task.group_count,https://github.com/Koed00/django-q/blob/c84fd11a67c9a47d821786dfcdc189bb258c6f54/django_q/models.py#L53-L55,1.1510227
group by count,"def count_group(group_id, failures=False, cached=Conf.CACHED):
    """"""
    Count the results in a group.

    :param str group_id: the group id
    :param bool failures: Returns failure count if True
    :param bool cached: run this against the cache backend
    :return: the number of tasks/results in a group
    :rtype: int
    """"""
    if cached:
        return count_group_cached(group_id, failures)
    return Task.get_group_count(group_id, failures)",count_group,https://github.com/Koed00/django-q/blob/c84fd11a67c9a47d821786dfcdc189bb258c6f54/django_q/tasks.py#L312-L324,1.1499788
group by count,"def counter(group, counter, amount=1, err=None):
    """"""Output a counter update that is displayed in the Hadoop web interface

    Counters are useful for quickly identifying the number of times an error
    occurred, current progress, or coarse statistics.

    :param group: Counter group
    :param counter: Counter name
    :param amount: Value to add (default 1)
    :param err: Func that outputs a string, if None then sys.stderr.write is used (default None)
    """"""
    if not err:
        err = _err
    err(""reporter:counter:%s,%s,%s\n"" % (group, counter, str(amount)))",counter,https://github.com/bwhite/hadoopy/blob/ff39b4e6d4e6efaf1f571cf0f2c0e0d7ab28c2d6/hadoopy/_reporter.py#L27-L40,1.1497449
group by count,"def count(fn, coll):
    """"""Return the count of True values returned by the predicate function applied to the
    collection

    :param fn: a predicate function
    :param coll: a collection
    :returns: an integer

    >>> count(lambda x: x % 2 == 0, [11, 22, 31, 24, 15])
    2

    """"""
    return len([x for x in coll if fn(x) is True])",count,https://github.com/TaurusOlson/fntools/blob/316080c7b5bfdd88c9f3fac4a67deb5be3c319e5/fntools/fntools.py#L878-L890,1.1456828
group by count,"def _pred(aclass):
    """"""
    :param aclass
    :return: boolean
    """"""
    isaclass = inspect.isclass(aclass)
    return isaclass and aclass.__module__ == _pred.__module__",_pred,https://github.com/Equitable/trump/blob/a2802692bc642fa32096374159eea7ceca2947b4/trump/indexing.py#L228-L234,1.1434437
group by count,"def count(group, slen=str.__len__):
    return sum([slen(x) for x in group])",count,https://github.com/berkerpeksag/astor/blob/d9e893eb49d9eb2e30779680f90cd632c30e0ba1/astor/source_repr.py#L58-L59,1.1432098
group by count,"def get_groups_count(self, field=None):
        '''
        Returns 'matches' from group response.

                If grouping on more than one field, provide the field argument to specify which count you are looking for.
        '''
        field = field if field else self._determine_group_field(field)
        if 'matches' in self.data['grouped'][field]:
            return self.data['grouped'][field]['matches']
        raise ValueError(""group matches not found in response"")",SolrResponse.get_groups_count,https://github.com/moonlitesolutions/SolrClient/blob/19c5280c9f8e97ee104d22ae883c4ccfd7c4f43b/SolrClient/solrresp.py#L89-L98,1.1416471
group by count,"def group_by_count(iterable: List[Any], count: int, default_value: Any) -> List[List[Any]]:
    """"""
    Takes a list and groups it into sublists of size ``count``, using ``default_value`` to pad the
    list at the end if the list is not divisable by ``count``.

    For example:
    >>> group_by_count([1, 2, 3, 4, 5, 6, 7], 3, 0)
    [[1, 2, 3], [4, 5, 6], [7, 0, 0]]

    This is a short method, but it's complicated and hard to remember as a one-liner, so we just
    make a function out of it.
    """"""
    return [list(l) for l in zip_longest(*[iter(iterable)] * count, fillvalue=default_value)]",group_by_count,https://github.com/allenai/allennlp/blob/648a36f77db7e45784c047176074f98534c76636/allennlp/common/util.py#L83-L95,1.1404908
group by count,"def groupby_count(i, key=None, force_keys=None):
    """""" Aggregate iterator values into buckets based on how frequently the
    values appear.

    Example::

        >>> list(groupby_count([1, 1, 1, 2, 3]))
        [(1, 3), (2, 1), (3, 1)]
    """"""
    counter = defaultdict(lambda: 0)
    if not key:
        key = lambda o: o

    for k in i:
        counter[key(k)] += 1

    if force_keys:
        for k in force_keys:
            counter[k] += 0

    return counter.items()",groupby_count,https://github.com/shazow/unstdlib.py/blob/e0632fe165cfbfdb5a7e4bc7b412c9d6f2ebad83/unstdlib/standard/list_.py#L16-L36,1.139011
group by count,"def count(self, cls):
        cls_info = get_cls_info(cls)
        collection = cls_info.get_collection(self)
        return collection.find().count()",Store.count,https://github.com/jdahlin/thunder/blob/1c1a6d1374dc4c0787f1f82fbc494b7f171c2d65/thunder/store.py#L123-L126,1.138912
binomial distribution,"def getAngleBetweenVectors(a, b, degrees=True):
    norm = np.linalg.norm

    cost = np.dot(a, b)
    cost /= norm(a) * norm(b)

    angle = np.arccos(cost)   # In radians
    if degrees:
        angle *= 180/np.pi
    return angle",getAngleBetweenVectors,https://github.com/KeplerGO/K2fov/blob/fb122b35687340e0357cba9e0dd47b3be0760693/K2fov/rotate2.py#L35-L44,1.1059268
binomial distribution,"def eq(p1: GeneralPoint[Field], p2: GeneralPoint[Field]) -> bool:
    return p1 == p2",eq,https://github.com/ethereum/py_ecc/blob/2088796c59574b256dc8e18f8c9351bc3688ca71/py_ecc/bn128/bn128_curve.py#L113-L114,1.1059246
binomial distribution,"def intersects(self, sphere):
        return np.linalg.norm(sphere.center - self.center) < (self.radius + sphere.radius)",Sphere.intersects,https://github.com/bodylabs/lace/blob/b68f4a60a4cac66c0607ffbae38ef9d07d37f459/lace/sphere.py#L63-L64,1.1058394
binomial distribution,"def __init__(self, sp1, sp2, max_dist):
        self.sp1 = get_el_sp(sp1)
        self.sp2 = get_el_sp(sp2)
        self.max_dist = max_dist",SpeciesMaxDistFilter.__init__,https://github.com/materialsproject/pymatgen/blob/4ca558cf72f8d5f8a1f21dfdfc0181a971c186da/pymatgen/alchemy/filters.py#L280-L283,1.1053319
binomial distribution,"def deriv(f,c,dx=0.0001):
    """"""
    deriv(f,c,dx)  --> float
    
    Returns f'(x), computed as a symmetric difference quotient.
    """"""
    return (f(c+dx)-f(c-dx))/(2*dx)",deriv,https://github.com/timothydmorton/simpledist/blob/d9807c90a935bd125213445ffed6255af558f1ca/simpledist/kde.py#L224-L230,1.1029524
binomial distribution,"def angle(self, other):
        """"""Return the angle to the vector other""""""
        return math.acos(self.dot(other) / (self.magnitude() * other.magnitude()))",Vector2.angle,https://github.com/ladybug-tools/ladybug/blob/c08b7308077a48d5612f644943f92d5b5dade583/ladybug/euclid.py#L298-L300,1.1022432
binomial distribution,"def _compare(self,other):
        if self.y < other.y:
            return -1
        elif self.y > other.y:
            return 1
        elif self.x < other.x:
            return -1
        elif self.x > other.x:
            return 1
        else:
            return 0",Site._compare,https://github.com/karimbahgat/Pytess/blob/026d0c6bfc281361d850d9a44af1da6fed45b170/pytess/tesselator.py#L349-L359,1.1012174
binomial distribution,"def angle_to(self, rhs):
    """"""
    Return the angle between this vector and *rhs* in radians.
    """"""

    return math.acos(self.dot(rhs) / (self.magnitude() * rhs.magnitude()))",Vector.angle_to,https://github.com/NiklasRosenstein/myo-python/blob/89a7480f8058061da7a3dd98ccec57a6b134ddf3/myo/math.py#L127-L132,1.1010066
binomial distribution,"def scan_reversed(bb: Bitboard, *, _BB_SQUARES: List[Bitboard] = BB_SQUARES) -> Iterator[Square]:
    while bb:
        r = bb.bit_length() - 1
        yield r
        bb ^= _BB_SQUARES[r]",scan_reversed,https://github.com/niklasf/python-chess/blob/d91f986ca3e046b300a0d7d9ee2a13b07610fe1a/chess/__init__.py#L215-L219,1.100696
binomial distribution,"def calc_ndiff(mean_c, mean_t, sd_c, sd_t):

	return (mean_t-mean_c) / np.sqrt((sd_c**2+sd_t**2)/2)",calc_ndiff,https://github.com/laurencium/Causalinference/blob/3b20ae0560c711628fba47975180c8484d8aa3e7/causalinference/core/summary.py#L108-L110,1.1006424
aes encryption,"def _checksum(self, *data):
        csum = sum(data)
        csum ^= 0xff
        csum += 1
        csum &= 0xff
        return csum",IpmiServerContext._checksum,https://github.com/rhtyd/ipmisim/blob/3ffaad985354083eb451897971b3f016e5234929/ipmisim/ipmisim.py#L88-L93,1.1305485
aes encryption,"def get_sin_from_pem(pem):
  public_key = get_compressed_public_key_from_pem(pem)
  version = get_version_from_compressed_key(public_key)
  checksum = get_checksum_from_version(version)
  return base58encode(version + checksum)",get_sin_from_pem,https://github.com/bitpay/bitpay-python/blob/3f456118bef1c460adf5d4d5546f38dac1e2a5cc/bitpay/key_utils.py#L12-L16,1.1174389
aes encryption,"def get_cert_pem(text_cert):
  cert = crypto.load_certificate(crypto.FILETYPE_PEM, text_cert)
  pem_cert = crypto.dump_certificate(crypto.FILETYPE_PEM, cert)
  return pem_cert",get_cert_pem,https://github.com/wallnerryan/nvpnsxapi/blob/e16e3e4e25c20ff8321f0efa853087a9a06c4891/api/ovs_rmt.py#L42-L45,1.116422
aes encryption,"def __init__(self, alg=None, kid=None, enc=None):
        self.alg = alg
        self.kid = kid
        self.enc = enc",_JweHeader.__init__,https://github.com/Azure/azure-sdk-for-python/blob/d7306fde32f60a293a7567678692bdad31e4b667/azure-keyvault/azure/keyvault/_internal.py#L189-L192,1.115836
aes encryption,"def ixor(self, mask, color, square):
        self.bits ^= mask
        self.by_color[color] ^= mask
        self.l90 ^= BB_SQUARES[SQUARES_L90[square]]
        self.r45 ^= BB_SQUARES[SQUARES_R45[square]]
        self.l45 ^= BB_SQUARES[SQUARES_L45[square]]",Occupied.ixor,https://github.com/gunyarakun/python-shogi/blob/137fe5f5e72251e8a97a1dba4a9b44b7c3c79914/shogi/__init__.py#L483-L488,1.1145562
aes encryption,"def _arg(self, tok, colon_loc=None, annotation=None):
        loc = tok.loc
        if annotation:
            loc = loc.join(annotation.loc)
        return ast.arg(arg=tok.value, annotation=annotation,
                       arg_loc=tok.loc, colon_loc=colon_loc, loc=loc)",Parser._arg,https://github.com/google/grumpy/blob/3ec87959189cfcdeae82eb68a47648ac25ceb10b/third_party/pythonparser/parser.py#L484-L489,1.1143297
aes encryption,"def _maybe_add_hash(tsig_alg, hash_alg):
    try:
        _hashes[tsig_alg] = dns.hash.get(hash_alg)
    except KeyError:
        pass",_maybe_add_hash,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/third_party/dnspython/dns/tsig.py#L183-L187,1.1142772
aes encryption,"def dump_certificate(self, encoding=Encoding.PEM):
        return self.x509.public_bytes(encoding=encoding)",X509CertMixin.dump_certificate,https://github.com/mathiasertl/django-ca/blob/976d7ea05276320f20daed2a6d59c8f5660fe976/ca/django_ca/models.py#L227-L228,1.1131076
aes encryption,"def __init__(self, offersClaimed=None, offer=None):
        self.offersClaimed = offersClaimed
        self.offer = offer",ManageOfferSuccessResult.__init__,https://github.com/StellarCN/py-stellar-base/blob/cce2e782064fb3955c85e1696e630d67b1010848/stellar_base/stellarxdr/StellarXDR_type.py#L1781-L1783,1.1130539
aes encryption,"def _ISphericalIntegrandLarge(t,E,L,pot,rap):
    r= rap-t**2.#part of the transformation
    return 2.*t/_JrSphericalIntegrand(r,E,L,pot)/r**2.",_ISphericalIntegrandLarge,https://github.com/jobovy/galpy/blob/9c5b9fe65d58835624dffe432be282060918ee08/galpy/actionAngle/actionAngleSpherical.py#L554-L556,1.1129558
